EmployeeKey|ParentEmployeeKey|EmployeeNationalIDAlternateKey|ParentEmployeeNationalIDAlternateKey|SalesTerritoryKey|FirstName|LastName|MiddleName|NameStyle|Title|HireDate|BirthDate|LoginID|EmailAddress|Phone|MaritalStatus|EmergencyContactName|EmergencyContactPhone|SalariedFlag|Gender|PayFrequency|BaseRate|VacationHours|SickLeaveHours|CurrentFlag|SalesPersonFlag|DepartmentName|StartDate|EndDate|Status|EmployeePhoto
267|3|974026903||11|Ovidiu|Cracium|V|0|Senior Tool Designer|2010-07-05|1977-08-17|adventure-works\ovidiu0|ovidiu0@adventure-works.com|719-555-0181|S|Ovidiu Cracium|719-555-0181|0|M|2|28.8462|7|23|1|0|Tool Design|2010-07-05||Current|0xFFD8FFE000104A46494600010101004800480000FFED01AE50686F746F73686F7020332E30003842494D04040000000001911C015A00031B25471C0200000200021C02780037506F727472616974206F662061206861707079206D617475726520627573696E657373206D616E20736D696C696E6720617420776F726B1C02
268|278|437296311||11|Annette|Hill|L|0|Purchasing Assistant|2010-07-06|1977-08-29|adventure-works\annette0|annette0@adventure-works.com|125-555-0196|M|Annette Hill|125-555-0196|0|F|2|12.75|50|45|1|0|Purchasing|2010-07-06||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
269|267|486228782||11|Janice|Galvin|M|0|Tool Designer|2010-07-23|1988-12-26|adventure-works\janice0|janice0@adventure-works.com|473-555-0117|M|Janice Galvin|473-555-0117|0|F|2|25.00|8|24|1|0|Tool Design|2010-07-23||Current|0xFFD8FFE000104A4649460001010100F000F00000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
270|278|280633567||11|Reinout|Hillmann|N|0|Purchasing Assistant|2010-07-25|1977-08-17|adventure-works\reinout0|reinout0@adventure-works.com|370-555-0163|M|Reinout Hillmann|370-555-0163|0|M|2|12.75|51|45|1|0|Purchasing|2010-07-25||Current|0xFFD8FFE000104A46494600010101004800480000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
271|3|42487730||11|Michael|Sullivan|I|0|Senior Design Engineer|2010-07-30|1979-01-14|adventure-works\michael8|michael8@adventure-works.com|465-555-0156|S|Michael Sullivan|465-555-0156|1|M|2|36.0577|3|21|1|0|Engineering|2010-07-30||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
272|277|502097814||11|Stephen|Jiang|Y|0|North American Sales Manager|2010-08-04|1951-05-17|adventure-works\stephen0|stephen0@adventure-works.com|238-555-0197|M|Stephen Jiang|238-555-0197|1|M|2|48.101|14|27|1|1|Sales|2010-08-04||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
273|7|323403273||11|Wanida|Benshoof|M|0|Marketing Assistant|2010-08-07|1974-10-15|adventure-works\wanida0|wanida0@adventure-works.com|708-555-0141|M|Wanida Benshoof|708-555-0141|0|F|2|13.4615|41|40|1|0|Marketing|2010-08-07||Current|0xFFD8FFE000104A46494600010101004800480000FFED01D050686F746F73686F7020332E30003842494D04040000000001B31C015A00031B25471C0200000200021C02780047506F727472616974206F6620612073656E696F72206D617475726520627573696E65737320776F6D616E20706F73696E67206F766572207768
274|3|56920285||11|Sharon|Salavaria|B|0|Design Engineer|2010-08-18|1960-11-30|adventure-works\sharon0|sharon0@adventure-works.com|970-555-0138|M|Sharon Salavaria|970-555-0138|1|F|2|32.6923|4|22|1|0|Engineering|2010-08-18||Current|0xFFD8FFE000104A46494600010101006000600000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B696E671C0219000E4469676974616C2043616D
275|7|222969461||11|John|Wood|L|0|Marketing Specialist|2010-09-07|1977-10-04|adventure-works\john5|john5@adventure-works.com|486-555-0150|S|John Wood|486-555-0150|0|M|2|14.4231|48|44|1|0|Marketing|2010-09-07||Current|0xFFD8FFE000104A46494600010101004800480000FFED020050686F746F73686F7020332E30003842494D04040000000001E31C015A00031B25471C0200000200021C0278004C49736F6C6174656420706F727472616974206F6620612073656E696F722065786563757469766520627573696E6573736D616E2E2043686565
276|7|52541318||11|Mary|Dempsey|A|0|Marketing Assistant|2010-09-14|1977-08-29|adventure-works\mary2|mary2@adventure-works.com|124-555-0114|S|Mary Dempsey|124-555-0114|0|F|2|13.4615|43|41|1|0|Marketing|2010-09-14||Current|0xFFD8FFE000104A46494600010101015E015E0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
277|112|112432117||11|Brian|Welcker|S|0|Vice President of Sales|2010-09-15|1977-01-04|adventure-works\brian3|brian3@adventure-works.com|716-555-0127|S|Brian Welcker|716-555-0127|1|M|2|72.1154|10|25|1|0|Sales|2010-09-15||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
278|73|895209680||11|Sheela|Word|H|0|Purchasing Manager|2010-09-25|1977-09-10|adventure-works\sheela0|sheela0@adventure-works.com|210-555-0193|S|Sheela Word|210-555-0193|1|F|2|30.00|49|44|1|0|Purchasing|2010-09-25|2011-02-27||0xFFD8FFE000104A46494600010101004800480000FFED01B650686F746F73686F7020332E30003842494D040400000000019A1C015A00031B25471C0200000200021C0278002D506F727472616974206F66206120796F756E67206174747261637469766520627573696E65737320776F6D616E1C0269000531303036311C02
279|73|895209680||11|Sheela|Word|H|0|Purchasing Manager|2010-09-25|1977-09-10|adventure-works\sheela0|sheela0@adventure-works.com|210-555-0193|S|Sheela Word|210-555-0193|1|F|2|30.00|49|44|1|0|Purchasing|2011-02-28|2012-02-12||0xFFD8FFE000104A46494600010101004800480000FFED01B650686F746F73686F7020332E30003842494D040400000000019A1C015A00031B25471C0200000200021C0278002D506F727472616974206F66206120796F756E67206174747261637469766520627573696E65737320776F6D616E1C0269000531303036311C02
280|73|895209680||11|Sheela|Word|H|0|Purchasing Manager|2010-09-25|1977-09-10|adventure-works\sheela0|sheela0@adventure-works.com|210-555-0193|S|Sheela Word|210-555-0193|1|F|2|30.00|49|44|1|0|Purchasing|2012-02-13||Current|0xFFD8FFE000104A46494600010101004800480000FFED01B650686F746F73686F7020332E30003842494D040400000000019A1C015A00031B25471C0200000200021C0278002D506F727472616974206F66206120796F756E67206174747261637469766520627573696E65737320776F6D616E1C0269000531303036311C02
281|272|841560125||2|Michael|Blythe|G|0|Sales Representative|2010-12-29|1968-07-25|adventure-works\michael9|michael9@adventure-works.com|257-555-0154|S|Michael Blythe|257-555-0154|1|M|2|23.0769|38|39|1|1|Sales|2010-12-29||Current|0xFFD8FFE000104A46494600010101004800480000FFED019A50686F746F73686F7020332E30003842494D040400000000017E1C015A00031B25471C0200000200021C0278005B7468726565207175617274657220706F727472616974206F66206166726963616E20616D65726963616E206D616C652077656172696E672062
282|272|191644724||4|Linda|Mitchell|C|0|Sales Representative|2010-12-29|1979-09-27|adventure-works\linda3|linda3@adventure-works.com|883-555-0116|M|Linda Mitchell|883-555-0116|1|F|2|23.0769|27|33|1|1|Sales|2010-12-29||Current|0xFFD8FFE000104A46494600010101004800480000FFED014250686F746F73686F7020332E30003842494D04040000000001261C015A00031B25471C0200000200021C02780035506F727472616974206F662070726574747920796F756E6720627573696E65737320776F6D616E20686F6C64696E6720612070656E1C026900
283|272|615389812||3|Jillian|Carson||0|Sales Representative|2010-12-29|1962-03-29|adventure-works\jillian0|jillian0@adventure-works.com|517-555-0117|S|Jillian Carson|517-555-0117|1|F|2|23.0769|24|32|1|1|Sales|2010-12-29||Current|0x89504E470D0A1A0A0000000D494844520000007A000000B70806000000DD2F4A8E000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B0000932C49444154785EC5BD779065C975DE99E5BDEB6AEF7BFCF4186030F024403812D05220451012192225
284|272|234474252||6|Garrett|Vargas|R|0|Sales Representative|2010-12-29|1974-09-04|adventure-works\garrett1|garrett1@adventure-works.com|922-555-0165|M|Garrett Vargas|922-555-0165|1|M|2|23.0769|33|36|1|1|Sales|2010-12-29||Current|0xFFD8FFE000104A46494600010101004800480000FFED019A50686F746F73686F7020332E30003842494D040400000000017E1C015A00031B25471C0200000200021C02780035467269656E646C792074656C6570686F6E65206F70657261746F7220696E20616E206F666669636520656E7669726F6E6D656E742E1C020500
285|272|716374314||5|Tsvi|Reiter|Michael|0|Sales Representative|2010-12-29|1973-08-18|adventure-works\tsvi0|tsvi0@adventure-works.com|664-555-0112|M|Tsvi Reiter|664-555-0112|1|M|2|23.0769|29|34|1|1|Sales|2010-12-29||Current|0xFFD8FFE000104A46494600010101004800480000FFED00D250686F746F73686F7020332E30003842494D04040000000000B51C015A00031B25471C0200000200021C021900104E65772050726F6475637420496465611C02190008576972656C6573731C021900095374616E64617264731C0219000352454A1C0219001143
286|272|61161660||1|Pamela|Ansman-Wolfe|O|0|Sales Representative|2010-12-29|1974-07-06|adventure-works\pamela0|pamela0@adventure-works.com|340-555-0193|S|Pamela Ansman-Wolfe|340-555-0193|1|F|2|23.0769|22|31|1|1|Sales|2010-12-29||Current|0x89504E470D0A1A0A0000000D494844520000007F000000B708060000003B0681CA000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B0000BC9249444154785E95FD678CAE699ADF87DD95739D5327E7733AC799DE499B6777B93B9B77B5339B4889
287|272|139397894||4|Shu|Ito|K|0|Sales Representative|2010-12-29|1943-10-08|adventure-works\shu0|shu0@adventure-works.com|330-555-0120|M|Shu Ito|330-555-0120|1|M|2|23.0769|26|33|1|1|Sales|2010-12-29||Current|0xFFD8FFE000104A4649460001010100B400B40000FFED01A250686F746F73686F7020332E30003842494D04040000000001851C015A00031B25471C0200000200021C0250001C50686F746F677261706865723A204A61636F6D205374657068656E731C026E0013417669642043726561746976652C20496E632E1C02190010
288|272|399771412||6|José|Saraiva|Edvaldo|0|Sales Representative|2010-12-29|1939-07-11|adventure-works\josé1|josé1@adventure-works.com|185-555-0169|M|José Saraiva|185-555-0169|1|M|2|23.0769|31|35|1|1|Sales|2010-12-29||Current|0xFFD8FFE000104A46494600010101004800480000FFED01E850686F746F73686F7020332E30003842494D04040000000001CB1C015A00031B25471C0200000200021C02780074536D696C696E67204D617475726520427573696E6573736D616E20496E20576869746520536869727420776974682048616E647320696E2050
289|272|987554265||1|David|Campbell|R|0|Sales Representative|2010-12-29|1973-09-11|adventure-works\david8|david8@adventure-works.com|740-555-0182|S|David Campbell|740-555-0182|1|M|2|23.0769|23|31|1|1|Sales|2010-12-29||Current|0xFFD8FFE000104A46494600010101006000600000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
290|277|982310417||11|Amy|Alberts|E|0|European Sales Manager|2011-11-15|1957-04-20|adventure-works\amy0|amy0@adventure-works.com|775-555-0164|M|Amy Alberts|775-555-0164|1|F|2|48.101|21|30|1|1|Sales|2011-11-15||Current|0xFFD8FFE000104A46494600010101006000600000FFEC00114475636B79000100040000003C0000FFE10D49687474703A2F2F6E732E61646F62652E636F6D2F7861702F312E302F003C3F787061636B657420626567696E3D22EFBBBF222069643D2257354D304D7043656869487A7265537A4E54637A6B633964223F3E0D0A
291|290|668991357||10|Jae|Pak|B|0|Sales Representative|2011-12-29|1967-10-16|adventure-works\jae0|jae0@adventure-works.com|1 (11) 500 555-0145|M|Jae Pak|1 (11) 500 555-0145|1|F|2|23.0769|37|38|1|1|Sales|2011-12-29||Current|0xFFD8FFE000104A46494600010101012C012C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C0807080C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C0C
292|290|134219713||7|Ranjit|Varkey Chudukatil|R|0|Sales Representative|2011-12-29|1975-04-30|adventure-works\ranjit0|ranjit0@adventure-works.com|1 (11) 500 555-0117|S|Ranjit Varkey Chudukatil|1 (11) 500 555-0117|1|M|2|23.0769|34|37|1|1|Sales|2011-12-29||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED00A650686F746F73686F7020332E30003842494D040400000000008A1C015A00031B25471C0200000200021C02780032496D616765206F6620636F6E666964656E7420736D696C696E6720626F737320666F6C64696E67206869732068616E6473201C0205000E436F
293|272|90836195||1|Tete|Mensa-Annan|A|0|Sales Representative|2012-04-30|1977-08-05|adventure-works\tete0|tete0@adventure-works.com|615-555-0153|M|Tete Mensa-Annan|615-555-0153|1|M|2|23.0769|39|39|1|1|Sales|2012-04-30||Current|0xFFD8FFE000104A46494600010101004800480000FFED00E450686F746F73686F7020332E30003842494D04040000000000C71C015A00031B25471C0200000200021C0250000E4D49434841454C204B454D5445521C0219000343524D1C0219000B456C656374726F6E6963731C02190011536F6369616C204E6574776F726B
294|277|481044938||11|Syed|Abbas|E|0|Pacific Sales Manager|2012-10-12|1974-08-11|adventure-works\syed0|syed0@adventure-works.com|926-555-0182|M|Syed Abbas|926-555-0182|1|M|2|48.101|20|30|1|1|Sales|2012-10-12||Current|0xFFD8FFE000104A46494600010101012C012C0000FFED014A50686F746F73686F7020332E30003842494D040400000000012D1C015A00031B25471C0200000200021C021900104E65772050726F6475637420496465611C0219001D546573742044726976656E20446576656C6F706D656E742028544444291C0219000F4E65
295|290|954276278||8|Rachel|Valdez|B|0|Sales Representative|2012-12-28|1975-02-06|adventure-works\rachel0|rachel0@adventure-works.com|1 (11) 500 555-0140|S|Rachel Valdez|1 (11) 500 555-0140|1|F|2|23.0769|35|37|1|1|Sales|2012-12-28||Current|0xFFD8FFE000104A46494600010101006000600000FFEC00114475636B79000100040000003C0000FFDB0043000201010201010202020202020202030503030303030604040305070607070706070708090B0908080A0807070A0D0A0A0B0C0C0C0C07090E0F0D0C0E0B0C0C0CFFDB004301020202030303060303060C080708
296|294|758596752||9|Lynn|Tsoflias|N|0|Sales Representative|2012-12-28|1970-10-16|adventure-works\lynn0|lynn0@adventure-works.com|1 (11) 500 555-0190|S|Lynn Tsoflias|1 (11) 500 555-0190|1|F|2|23.0769|36|38|1|1|Sales|2012-12-28||Current|0x89504E470D0A1A0A0000000D494844520000009C000000AA0806000000589B26FD000000017352474200AECE1CE90000000467414D410000B18F0BFC6105000000097048597300000EC400000EC401952B0E1B0000B77B49444154785ED5FD09B0EDD975DE87ED3BCF6F9E879E0174371A33088020E68114287190445AB445
